สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน ประมวลผลครั้งที่ 1,ผ่าน ประมวลผลครั้งที่ 2,คะแนนสูงสุด ประมวลผลครั้งที่ 1,คะแนนต่ำสุด ประมวลผลครั้งที่ 1,คะแนนสูงสุด ประมวลผลครั้งที่ 2,คะแนนต่ำสุด ประมวลผลครั้งที่ 2
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102212702A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (ฟิสิกส์) ฟิสิกส์,คณะวิทยาศาสตร์ วท.บ. (ฟิสิกส์) ฟิสิกส์ ,,0,39,180,39,39,44.8117,31.8508,44.8117,31.1990
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102212802A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (วัสดุศาสตร์และนาโนเทคโนโลยี) วัสดุศาสตร์และนาโนเทคโนโลยี,คณะวิทยาศาสตร์ วท.บ. (วัสดุศาสตร์และนาโนเทคโนโลยี) วัสดุศาสตร์และนาโนเทคโนโลยี ,,0,31,131,31,31,36.8225,32.0691,36.8225,30.9899
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102213102A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (วิทยาศาสตร์สิ่งแวดล้อม) วิทยาศาสตร์สิ่งแวดล้อม,คณะวิทยาศาสตร์ วท.บ. (วิทยาศาสตร์สิ่งแวดล้อม) วิทยาศาสตร์สิ่งแวดล้อม ,,0,44,121,39,30,47.3150,30.0025,47.3150,30.1325
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102213303A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (สถิติและวิทยาการข้อมูล) สถิติและวิทยาการข้อมูล,คณะวิทยาศาสตร์ วท.บ. (สถิติและวิทยาการข้อมูล) สถิติและวิทยาการข้อมูล ,,0,50,267,50,50,47.7222,36.7554,47.5332,36.6276
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกกีฏวิทยา แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกกีฏวิทยา แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกกีฏวิทยา แผนที่ 2,0,10,15,4,4,30.9094,30.2921,30.9094,30.2921
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกโรคพืชวิทยา แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกโรคพืชวิทยา แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกโรคพืชวิทยา แผนที่ 2,0,10,19,5,4,32.2683,30.3343,32.2683,30.3343
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกปฐพีศาสตร์และสิ่งแวดล้อม แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกปฐพีศาสตร์และสิ่งแวดล้อม แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกปฐพีศาสตร์และสิ่งแวดล้อม แผนที่ 2,0,15,23,5,4,35.2477,30.0444,34.9671,30.0444
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชสวน แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชสวน แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกพืชสวน แผนที่ 2,0,10,27,4,4,32.9600,30.4088,32.9600,30.4088
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกการส่งเสริมและพัฒนาการเกษตร แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกการส่งเสริมและพัฒนาการเกษตร แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกการส่งเสริมและพัฒนาการเกษตร แผนที่ 2,0,15,26,3,3,31.3849,30.4849,31.3849,30.4849
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500201A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชไร่ แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เกษตรศาสตร์) เกษตรศาสตร์ วิชาเอกพืชไร่ แผนที่ 2 ,เกษตรศาสตร์ วิชาเอกพืชไร่ แผนที่ 2,0,10,20,3,3,32.4688,30.0527,32.4688,30.0527
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500202A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (เศรษฐศาสตร์เกษตรและธุรกิจเกษตร) เศรษฐศาสตร์เกษตรและธุรกิจเกษตร แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (เศรษฐศาสตร์เกษตรและธุรกิจเกษตร) เศรษฐศาสตร์เกษตรและธุรกิจเกษตร แผนที่ 2 ,เศรษฐศาสตร์เกษตรและธุรกิจเกษตร แผนที่ 2,0,15,30,11,9,39.0360,30.1866,39.0360,30.1866
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500401A,คณะเกษตรศาสตร์,เกษตรศาสตรบัณฑิต (เกษตรนวัตกรรม) เกษตรนวัตกรรม,คณะเกษตรศาสตร์ กษ.บ. (เกษตรนวัตกรรม) เกษตรนวัตกรรม ,,0,20,85,20,18,34.2952,30.4724,34.2952,30.4593
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103500602A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (การประมง) การประมง แผนที่ 2,คณะเกษตรศาสตร์ วท.บ. (การประมง) การประมง แผนที่ 2 ,,0,20,39,9,8,32.7510,30.6733,32.7510,30.6733
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030103501203A,คณะเกษตรศาสตร์,วิทยาศาสตรบัณฑิต (สัตวศาสตร์) สัตวศาสตร์ แผนที่ 2,คณะเกษตรศาสตร์ วท.บ.(สัตวศาสตร์) สัตวศาสตร์ แผนที่ 2 ,สัตวศาสตร์ แผนที่ 2,0,35,154,35,35,51.6666,31.7622,51.6666,31.5327
