สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน ประมวลผลครั้งที่ 1,ผ่าน ประมวลผลครั้งที่ 2,คะแนนสูงสุด ประมวลผลครั้งที่ 1,คะแนนต่ำสุด ประมวลผลครั้งที่ 1,คะแนนสูงสุด ประมวลผลครั้งที่ 2,คะแนนต่ำสุด ประมวลผลครั้งที่ 2
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610502A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการบัญชี,Admission,,0,60,656,60,60,69.7206,58.5124,69.7206,57.9250
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610502B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการบัญชี,Admission,,0,50,433,50,50,59.2874,52.5833,59.2874,51.9123
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610502D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการบัญชี,Admission,,0,40,96,40,38,68.3373,41.9583,68.3373,34.4458
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),,0,30,278,30,30,57.5040,48.9749,56.8290,48.2458
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),,0,30,404,30,30,67.8624,55.0040,67.8624,53.4791
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),,0,40,240,40,40,55.2706,41.5250,55.2706,40.5708
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),,0,40,259,40,40,58.3916,47.1831,58.3916,46.0207
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),,0,20,25,6,5,49.4499,30.3958,49.4499,38.3375
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610602D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),,0,20,43,17,12,52.9749,26.8957,52.9749,26.8957
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610802A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาธุรกิจระหว่างประเทศ,Admission,,0,60,492,60,60,63.5998,48.1373,63.5998,47.0791
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610802B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาธุรกิจระหว่างประเทศ,Admission,,0,80,361,80,80,62.2039,42.2916,58.3998,40.2625
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326610802D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาธุรกิจระหว่างประเทศ,Admission,,0,40,90,38,26,62.0040,24.9581,48.2624,24.9581
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326611001A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการโลจิสติกส์,Admission,,0,50,704,50,50,64.5749,52.4875,64.5749,52.4041
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326611001B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการโลจิสติกส์,Admission,,0,50,290,50,50,53.1373,45.5000,53.1373,44.1250
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326611001D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการโลจิสติกส์,Admission,,0,40,83,29,18,57.4457,23.9999,57.4457,23.9999
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการโรงแรม,0,15,164,15,15,57.2998,47.0498,57.2998,45.9956
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการโรงแรม,0,15,250,15,15,61.3956,54.1624,61.3956,53.5124
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,15,136,15,15,56.3665,47.3458,54.5790,46.9165
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102A,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,15,216,15,15,61.9498,53.6125,61.9498,53.2000
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการโรงแรม,0,40,75,39,35,45.5081,21.5206,45.5081,21.5206
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการโรงแรม,0,40,153,40,40,52.7789,40.3415,51.7749,38.3832
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,40,40,17,15,47.9414,26.8000,47.9414,26.8000
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102B,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,40,126,40,40,57.0665,38.1165,57.0665,37.6081
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการโรงแรม,0,20,11,4,2,45.0957,31.0875,39.3249,31.0875
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการโรงแรม,0,20,36,13,10,54.9999,38.9666,54.9999,38.9666
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,20,8,5,5,44.5707,30.0998,44.5707,30.0998
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020326620102D,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,20,27,11,7,55.9498,41.7333,55.9498,44.2332
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327210303A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการวิเคราะห์ข้อมูลและคณิตศาสตร์ประกันภัย,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน TPAT3),,0,30,61,13,9,59.8249,36.0999,59.8249,41.5744
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327210303A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการวิเคราะห์ข้อมูลและคณิตศาสตร์ประกันภัย,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน A-Level Math1 คณิตศาสตร์ประยุกต์ 1),,0,30,101,30,30,46.9747,36.5747,46.9747,33.9372
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327210401A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิทยาศาสตร์และเทคโนโลยีเคมีประยุกต์,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน TPAT3),,0,30,67,20,17,54.7374,35.6744,54.7374,36.3247
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327210401A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิทยาศาสตร์และเทคโนโลยีเคมีประยุกต์,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน A-Level Chem เคมี),,0,30,120,30,30,48.1552,35.8970,47.2332,34.6444
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327213501A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,Admission,,0,30,132,30,27,49.6664,31.4830,49.6664,26.2577
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220101A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการและเทคโนโลยีดิจิทัล,Admission,,0,20,154,20,20,56.3664,48.3218,56.3664,48.3218
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220101B,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการและเทคโนโลยีดิจิทัล,Admission,,0,40,90,32,28,56.6996,25.4274,56.6996,25.4274
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220201A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน TPAT3),,0,30,465,30,30,62.6496,52.3274,62.6496,51.9830
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220201A,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,Admission (คณะวิทยาศาสตร์ ศรีราชา ใช้คะแนน A-Level Math2 คณิตศาสตร์ประยุกต์ 2),,0,25,101,25,25,66.2689,44.2885,66.2689,40.4966
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220201B,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,Admission (คณะวิทยาศาสตร์ ศรีราชา รับนักเรียนหลักสูตรแกนกลาง),,0,30,149,30,30,56.7833,42.8576,56.7833,41.1165
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020327220201B,คณะวิทยาศาสตร์ ศรีราชา,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,Admission (คณะวิทยาศาสตร์ ศรีราชา รับนักเรียนทุกรูปแบบ),,0,25,70,25,25,61.2216,36.4440,61.2216,34.6664
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328300502A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์,Admission,,0,30,75,30,30,55.9361,19.2500,55.9361,14.8277
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328300702A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการออกแบบ,Admission,,0,40,102,40,37,43.0000,25.8108,43.0000,25.8108
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328301602A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์,Admission,,0,55,193,55,55,57.6108,40.3444,57.6108,39.9328
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328302001E,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมยานยนต์,Admission,,0,36,110,31,18,51.8552,30.2996,51.8552,38.4106
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328302101A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมโยธา,Admission,,0,35,111,35,35,46.1164,33.8222,46.1164,32.9222
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328302901E,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมหุ่นยนต์และระบบอัตโนมัติ,Admission,,0,30,41,12,10,57.2550,35.2774,55.9884,35.2774
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328303401A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมดิจิทัลและอิเล็กทรอนิกส์อัจฉริยะ,Admission,,0,55,132,46,45,52.7216,28.7996,52.7216,28.7996
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328303502A,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและระบบ,Admission,,0,25,56,24,22,39.0775,18.2388,39.0775,18.2388
มหาวิทยาลัยเกษตรศาสตร์,ศรีราชา,10020328303504D,คณะวิศวกรรมศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมระบบการผลิตดิจิทัล,Admission,,0,40,106,40,33,58.2552,31.0330,58.2552,30.0216
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429111801A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาอาหารปลอดภัยและโภชนาการ,Admission,,0,80,10,4,2,40.9500,36.0000,37.5800,36.0000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429211001A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีการอาหาร,Admission,,0,80,7,1,1,39.9700,39.9700,39.9700,39.9700
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429500201A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาพืชศาสตร์,Admission,,0,80,3,0,0,0.0000,0.0000,0.0000,0.0000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429500202A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาทรัพยากรเกษตรและการจัดการการผลิต,Admission,,0,80,3,1,0,48.3300,48.3300,0.0000,0.0000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429500601A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีการเพาะเลี้ยงสัตว์น้ำอย่างยั่งยืน,Admission,,0,40,11,3,1,38.6000,33.3700,38.6000,38.6000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020429501201A,คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาสัตวศาสตร์,Admission,,0,40,12,6,5,45.8700,26.5000,45.8700,26.5000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430210403A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาเคมีประยุกต์,Admission,,0,60,66,20,16,78.4720,52.2500,78.4720,52.2500
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430211401A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาเทคโนโลยีพลังงานเพื่อความยั่งยืน,Admission,,0,60,38,8,4,71.7080,55.1665,71.7080,57.0555
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430220201A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,Admission,,0,90,149,51,33,79.1525,46.6940,79.1525,46.6940
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430220301A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วท.บ. สาขาวิชาวิทยาการข้อมูล,Admission,,0,60,32,6,3,76.7080,54.9720,68.6250,54.9720
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430300501A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,Admission,,0,40,187,40,40,78.0690,64.7220,78.0690,62.5970
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430300703A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการผลิต,Admission,,0,40,100,22,19,80.1665,19.5830,80.1665,19.5830
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430301601A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,Admission,,0,40,212,40,40,80.6110,62.7360,80.6110,58.9440
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430302101A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมโยธา,Admission,,0,30,192,30,30,77.8470,66.7360,75.4165,63.9025
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430302802A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อมเพื่อการพัฒนาอย่างยั่งยืน,Admission,,0,20,43,9,6,75.6250,43.2775,75.6250,43.2775
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020430303501A,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,Admission,,0,40,65,10,7,71.2220,17.3610,71.2220,17.3610
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431610101A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. สาขาวิชาการบริหารการเงินและการลงทุน,Admission,,0,40,79,27,15,78.7500,21.3885,78.7500,40.4580
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431610201A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการ,Admission,,0,80,46,11,8,73.9305,46.2360,73.9305,46.2360
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431610501A,คณะศิลปศาสตร์และวิทยาการจัดการ,บช.บ.(บัญชีบัณฑิต),Admission,,0,100,218,73,56,81.3055,45.0415,80.9720,45.0415
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431610601A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาด,Admission,,0,150,57,14,10,77.6250,49.4165,68.1250,54.5690
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431620102A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission,วิชาเอกการจัดการโรงแรม,0,60,58,19,16,69.0135,46.0000,67.5690,46.0000
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431620102A,คณะศิลปศาสตร์และวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission,วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,60,40,5,3,59.9025,40.0415,59.9025,40.0415
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431901001A,คณะศิลปศาสตร์และวิทยาการจัดการ,น.บ.(นิติศาสตรบัณฑิต),Admission,,0,60,196,60,57,74.0830,55.5690,74.0830,16.9440
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431902501A,คณะศิลปศาสตร์และวิทยาการจัดการ,ศศ.บ. สาขาวิชาภาษาอังกฤษ,Admission,,0,100,145,57,48,80.1665,16.1110,80.1665,16.1110
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020431903101A,คณะศิลปศาสตร์และวิทยาการจัดการ,รป.บ.(รัฐประศาสนศาสตรบัณฑิต),Admission,,0,60,84,25,21,70.4580,17.2915,70.4580,17.2915
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020432112701A,คณะสาธารณสุขศาสตร์,ส.บ.(สาธารณสุขศาสตรบัณฑิต),Admission,,0,20,283,20,20,52.1644,43.9054,48.1410,42.2322
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020432112702A,คณะสาธารณสุขศาสตร์,วท.บ. สาขาวิชาอนามัยสิ่งแวดล้อม,Admission,,0,40,141,40,40,53.7266,37.6632,42.2954,33.1610
มหาวิทยาลัยเกษตรศาสตร์,เฉลิมพระเกียรติ จ.สกลนคร,10020432112703A,คณะสาธารณสุขศาสตร์,วท.บ. สาขาวิชาอาชีวอนามัยและความปลอดภัย,Admission,,0,20,174,20,20,46.9332,42.1400,46.9332,41.9176
มหาวิทยาลัยเกษตรศาสตร์,สำนักงานเขตบริหารการเรียนรู้พื้นที่สุพรรณบุรี,10020535620101A,คณะสหวิทยาการจัดการและเทคโนโลยี,บธ.บ. สาขาวิชาการจัดการท่องเที่ยวเชิงวัฒนธรรมและสุขภาพ,Admission,,0,40,31,10,8,56.6660,30.2770,56.6660,30.2770
มหาวิทยาลัยเกษตรศาสตร์,สำนักงานเขตบริหารการเรียนรู้พื้นที่สุพรรณบุรี,10020535620102A,คณะสหวิทยาการจัดการและเทคโนโลยี,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission,วิชาเอกการจัดการโรงแรม,0,50,46,11,9,60.4160,36.5270,60.4160,37.6380
มหาวิทยาลัยเกษตรศาสตร์,สำนักงานเขตบริหารการเรียนรู้พื้นที่สุพรรณบุรี,10020535620102A,คณะสหวิทยาการจัดการและเทคโนโลยี,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ,Admission,วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย,0,50,29,11,7,56.3880,25.8330,56.3880,31.6660
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210304A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (คณิตศาสตร์) คณิตศาสตร์,คณะวิทยาศาสตร์ วท.บ. (คณิตศาสตร์) คณิตศาสตร์ ,,0,73,95,42,39,42.5832,30.1125,42.5832,30.1332
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210402A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (เคมี) เคมี,คณะวิทยาศาสตร์ วท.บ. (เคมี) เคมี ,,0,64,269,64,64,42.2066,32.4732,42.2066,31.8366
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210502A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (จุลชีววิทยา) จุลชีววิทยา,คณะวิทยาศาสตร์ วท.บ. (จุลชีววิทยา) จุลชีววิทยา ,,0,40,526,40,40,44.1125,36.7583,44.1125,35.4832
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210602A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (ชีวเคมี) ชีวเคมี,คณะวิทยาศาสตร์ วท.บ. (ชีวเคมี) ชีวเคมี ,,0,28,133,28,28,45.4197,32.8041,45.4197,31.9194
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210702A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (ชีววิทยา) ชีววิทยา,คณะวิทยาศาสตร์ วท.บ. (ชีววิทยา) ชีววิทยา รูปแบบที่ 2,,0,10,174,10,10,49.8082,46.1138,49.8082,46.1138
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102210702A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (ชีววิทยา) ชีววิทยา,คณะวิทยาศาสตร์ วท.บ. (ชีววิทยา) ชีววิทยา รูปแบบที่ 1,,0,42,233,42,42,47.7375,35.2041,47.0125,33.8957
มหาวิทยาลัยขอนแก่น,ขอนแก่น,10030102211401A,คณะวิทยาศาสตร์,วิทยาศาสตรบัณฑิต (วิทยาศาสตร์แบตเตอรี่และพลังงานใหม่) วิทยาศาสตร์แบตเตอรี่และพลังงานใหม่,คณะวิทยาศาสตร์ วท.บ. (วิทยาศาสตร์แบตเตอรี่และพลังงานใหม่) วิทยาศาสตร์แบตเตอรี่และพลังงานใหม่ ,,0,19,103,19,19,39.2157,31.8483,39.2157,31.2482
