programCode,university,facultyName,program,majorName,detail,weightsYear,estMinScore,tgat,tgat1,tgat2,tgat3,tpat1,tpat11,tpat12,tpat13,tpat2,tpat21,tpat22,tpat23,tpat3,tpat4,tpat5,a_lv_61,a_lv_62,a_lv_63,a_lv_64,a_lv_65,a_lv_66,a_lv_70,a_lv_81,a_lv_82,a_lv_83,a_lv_84,a_lv_85,a_lv_86,a_lv_87,a_lv_88,a_lv_89
49110106110703A,มหาวิทยาลัยปทุมธานี,คณะสหเวชศาสตร์,แพทย์แผนไทยบัณฑิต,ภาษาไทย,,2569,69.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101211002A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,,Admission,2569,26.263,60,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
10270101211003F,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาความปลอดภัยทางอาหาร และหลักสูตรบริหารธุรกิจมหาบัณฑิต),,Admission,2568,38.4024,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101500602F,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมการประมง และหลักสูตรบริหารธุรกิจมหาบัณฑิต),,Admission,2568,27.3024,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101500201A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์,,Admission1,2569,37.9136,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101501201A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตวศาสตร์,,Admission1,2569,48.9412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101501202F,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตวศาสตร์ และหลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจ),,Admission1,2568,46.5688,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101500401A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการเกษตร,,Admission,2569,27.5248,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101500601A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมการประมง,,Admission,2569,12.9248,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270101211001A,มหาวิทยาลัยพะเยา,คณะเกษตรศาสตร์และทรัพยากรธรรมชาติ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาความปลอดภัยทางอาหาร,,Admission,2569,31.7636,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270119120101A,มหาวิทยาลัยพะเยา,คณะทันตแพทยศาสตร์,หลักสูตรทันตแพทยศาสตรบัณฑิต,,Admission1,2569,61.6775,10,,,,20,,,,,,,,,,,10,,,10,10,20,,,20,,,,,,,
10270102800101A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาคอมพิวเตอร์กราฟิกและมัลติมีเดีย,,Admission1,2569,56.1464,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102220102F,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission,2569,39.4188,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102300501A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,Admission1,2569,57.4188,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102301001A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมซอฟต์แวร์,,Admission1,2569,53.8524,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102610701A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ,,Admission1,2569,45.28,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102220101A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,,Admission1,2569,50.0464,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102220201A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,Admission1,2569,53.5136,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102220202A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิสารสนเทศศาสตร์,,Admission,2569,39.2136,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270102220203A,มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการข้อมูลและการประยุกต์,,Admission,2569,13.1248,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270103901002F,มหาวิทยาลัยพะเยา,คณะนิติศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรนิติศาสตรบัณฑิต และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission1,2569,54.5688,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270103220101F,มหาวิทยาลัยพะเยา,คณะนิติศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรนิติศาสตรบัณฑิต และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ),,Admission1,2569,48.6912,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270103610501F,มหาวิทยาลัยพะเยา,คณะนิติศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรนิติศาสตรบัณฑิต และหลักสูตรบัญชีบัณฑิต),,Admission1,2569,56.8024,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270103901001A,มหาวิทยาลัยพะเยา,คณะนิติศาสตร์,หลักสูตรนิติศาสตรบัณฑิต,,Admission1,2569,56.9076,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270107610101A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงินและการลงทุน,,Admission1,2569,85.2739,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270107610201A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจ,โครงการปกติ,Admission1,2569,72.3807,20,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
10270107610201A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจ,,Admission,2569,72.3807,20,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
10270107610501A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบัญชีบัณฑิต,,Admission1,2569,70.185,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
10270107611101A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรเศรษฐศาสตรบัณฑิต,,Admission1,2569,59.7457,10,,,,,,,,,,,,,,,,15,,,,,15,,,,,,,,,
10270107620101A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยว,,Admission1,2569,66.2041,10,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,
10270107610601A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาดดิจิทัล,,Admission,2569,69.6559,20,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,
10270107900101A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการจัดการการสื่อสาร,,Admission1,2569,67.2643,20,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,
10270107901101A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการสื่อสารสื่อใหม่,,Admission1,2569,73.7528,10,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,,
10270107610601A,มหาวิทยาลัยพะเยา,คณะบริหารธุรกิจและนิเทศศาสตร์,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาดดิจิทัล,โครงการปกติ,Admission1,2569,69.6559,20,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,
10270104111701A,มหาวิทยาลัยพะเยา,คณะพยาบาลศาสตร์,หลักสูตรพยาบาลศาสตรบัณฑิต,,Admission1,2569,51.0986,,,,,,,,,,,,,,,,25,,,,,30,,,25,,,,,,,
10270114302802F,มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม และหลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม),,Admission1,2569,12.3283,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10270114302801A,มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,,Admission1,2569,11.6783,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10270114213101A,มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการพลังงานและสิ่งแวดล้อม,,Admission,2569,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270114213103F,มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการพลังงานและสิ่งแวดล้อม และหลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีและการจัดการสิ่งแวดล้อม),,Admission,2569,,50,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
10270114213102F,มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการพลังงานและสิ่งแวดล้อม และหลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาการจัดการพลังงานและนวัตกรรม),,Admission,2569,31.0094,50,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
10270105111601A,มหาวิทยาลัยพะเยา,คณะแพทยศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาปฏิบัติการฉุกเฉินการแพทย์,,Admission1,2569,51.4617,10,,,,,,,,,,,,,,,,,,10,20,20,,,20,,,,,,,
10270106130301A,มหาวิทยาลัยพะเยา,คณะเภสัชศาสตร์,หลักสูตรเภสัชศาสตรบัณฑิต สาขาวิชาการบริบาลทางเภสัชกรรม,,Admission1,2569,59.211,,,,,,,,,,,,,,,,20,,,,,,,,20,,,,,,,
10270106111101A,มหาวิทยาลัยพะเยา,คณะเภสัชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์เครื่องสำอาง,,Admission1,2569,48.5848,20,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
10270121903201A,มหาวิทยาลัยพะเยา,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,,Admission1,2569,56.1188,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270121903101A,มหาวิทยาลัยพะเยา,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชาการจัดการนวัตกรรมสาธารณะ,,Admission1,2569,49.1464,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270121903601A,มหาวิทยาลัยพะเยา,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม,,Admission1,2569,46.6688,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270108210701A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,,Admission1,2569,39.6284,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270108210401A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,,Admission1,2569,29.012,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270108112001A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การออกกำลังกายและการกีฬา,,Admission1,2569,32.8672,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270108210301A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,Admission1,2569,12.6676,40,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
10270108212701A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,,Admission1,2569,34.9896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270108210702F,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา และหลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาชีววิทยา),,Admission1,2569,45.1672,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270109210601A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,,Admission1,2569,51.6281,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10270109111801A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาโภชนาการและการกำหนดอาหาร,,Admission1,2569,52.8222,20,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
10270109210501A,มหาวิทยาลัยพะเยา,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,,Admission1,2569,54.1695,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10270110302101A,มหาวิทยาลัยพะเยา,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,,Admission1,2569,46.9546,20,,,,,,,,,,,,30,,,30,,,,,,,,,,,,,,,
10270110300701A,มหาวิทยาลัยพะเยา,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,,Admission1,2569,89.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270110301601A,มหาวิทยาลัยพะเยา,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,,Admission1,2569,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270110303501A,มหาวิทยาลัยพะเยา,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,,Admission1,2569,87.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111902501A,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,Admission1,2569,62.3852,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111902401A,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศส,,Admission1,2569,26.8576,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111902001A,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,,Admission1,2569,52.4076,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111901901A,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่น,,Admission1,2569,57.93,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111901801A,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน,,Admission1,2569,59.4352,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111902402F,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศส และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission1,2569,18.1748,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270111901802F,มหาวิทยาลัยพะเยา,คณะศิลปศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission1,2569,57.1964,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270112400701A,มหาวิทยาลัยพะเยา,คณะสถาปัตยกรรมศาสตร์และศิลปกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,,Admission1,2569,56.1317,20,,,,,,,,,,,,,30,,,,,10,,,,,10,,,,,,,
10270112800201A,มหาวิทยาลัยพะเยา,คณะสถาปัตยกรรมศาสตร์และศิลปกรรมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรี และนาฏศิลป์  (แขนงดนตรี),,Admission,2569,0,20,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,
10270112400501A,มหาวิทยาลัยพะเยา,คณะสถาปัตยกรรมศาสตร์และศิลปกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,,Admission1,2569,56.9567,20,,,,,,,,,,,,,30,,,,,10,,,,,10,,,,,,,
10270112800101A,มหาวิทยาลัยพะเยา,คณะสถาปัตยกรรมศาสตร์และศิลปกรรมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาศิลปะและการออกแบบ,,Admission1,2569,46.7812,20,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,
10270112800401A,มหาวิทยาลัยพะเยา,คณะสถาปัตยกรรมศาสตร์และศิลปกรรมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรี และนาฏศิลป์  (แขนงนาฏศิลป์),,Admission,2569,54.0831,20,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
10270113110101A,มหาวิทยาลัยพะเยา,คณะสหเวชศาสตร์,หลักสูตรกายภาพบำบัดบัณฑิต,,Admission1,2569,54.6626,40,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,
10270113111301A,มหาวิทยาลัยพะเยา,คณะสหเวชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคนิคการแพทย์,,Admission1,2569,47.1989,,,,,,,,,,,,,,,,10,,,,30,30,,,10,,,,,,,
10270122112701A,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม,,Admission1,2569,22.1953,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112703A,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน,,Admission1,2569,25.4453,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112705F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม  และหลักสูตรเศรษฐศาสตรบัณฑิต),,Admission1,2569,20.6203,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112706F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย และหลักสูตรเศรษฐศาสตรบัณฑิต),,Admission1,2568,24.7007,,,,,,,,,,,,,,,,,,,25,25,25,,,25,,,,,,,
10270122112707F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน และหลักสูตรนิติศาสตรบัณฑิต),,Admission1,2569,24.2078,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112708F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน และหลักสูตรเศรษฐศาสตรบัณฑิต),,Admission1,2569,22.9078,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122302801F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย และหลักสูตรวิศวกรรมศาตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม),,Admission1,2569,28.0882,,,,,,,,,,,,,,,,,,,25,25,25,,,25,,,,,,,
10270122112704F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม และหลักสูตรนิติศาสตรบัณฑิต),,Admission1,2569,22.4578,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122110501F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการแพทย์แผนจีนบัณฑิต และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน),,Admission1,2569,39.3945,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10270122110801A,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,หลักสูตรการแพทย์แผนไทยประยุกต์บัณฑิต,,Admission1,2569,39.8781,20,,,,20,,,,,,,,,,,10,,,10,10,10,,,10,,,,,,,
10270122112501A,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการส่งเสริมสุขภาพ,,Admission1,2569,23.2328,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112502F,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการส่งเสริมสุขภาพ และหลักสูตรเศรษฐศาสตรบัณฑิต),,Admission1,2569,20.2453,,,,,,,,,,,,,,,,25,,,,25,25,,,25,,,,,,,
10270122112702A,มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย,,Admission1,2569,27.1757,,,,,,,,,,,,,,,,,,,25,25,25,,,25,,,,,,,
10270120800201F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรีและนาฏศิลป์),,Admission,2568,29.1912,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
